title,lon,price,misc,lat,date,details_link,hood
"2600 Kennedy Blvd,  2 Bed 2.5 Bath CONDO - Price Improvement!!",40.632400,$649000,,-74.117100,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-2600-kennedy-blvd-2-bed-25/7162577015.html," (Jersey City, West Side)"
"RENTAL: 2615 Kennedy BLVD, Unit B2 2BR/1Bath",40.632400,$1750,,-74.117100,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-rental-2615-kennedy-blvd/7165002282.html, (Jersey City - Journal Square)
2615 Kennedy Blvd. #B2 - 2Bed 1Bath Garden Apt - INSANELY LOW PRICE!!!,40.632400,$179000,,-74.117100,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-2615-kennedy-blvd-b2-2bed/7165002561.html, (Jersey City - Journal Square)
Large Studio converted into a 1 bedroom,40.632400,$269000,,-74.117100,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-studio-converted-into-1/7169175961.html, (Brooklyn)
Renovated Vacant 3 Family w/ Backyard in Prime Williamsburg!,40.632400,$2475000,,-74.117100,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-vacant-3-family/7167591914.html, (Williamsburg Brooklyn)
Free Market 5 Units (3 Family + Legal 2 Family Back House) in Williams,40.610200,$2999000,,-74.087800,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-free-market-5-units-3-family/7167960793.html, (Williamsburg Brooklyn)
Semi-detached Brick 3 Family w/ Garage & Backyard in Prime Ridgewood!,40.610200,$1499000,,-74.087800,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-semi-detached-brick-3-family/7162667859.html, (Ridgewood)
3 Family w/ Backyard in Prime Williamsburg!,40.610200,$2649000,,-74.087800,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-3-family-backyard-in-prime/7162643147.html, (Williamsburg)
Renovated Mixed-Use 2 Family + Store in Prime Bushwick!,40.610200,$1999000,,-74.087800,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-mixed-use-2-family/7167961037.html, (Bushwick Brooklyn)
Renovated 2 Family (4 Levels) Corner Property in Middle Village!,40.610200,$1049000,,-74.087800,Jul 31,https://newyork.craigslist.org/que/reb/d/middle-village-renovated-2-family-4/7163409813.html, (Middle Village)
Renovated Vacant 3 Family w/ Backyard in Prime Williamsburg!,40.610200,$2475000,,-74.087800,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-vacant-3-family/7167961884.html, (Williamsburg Brooklyn)
Renovated Mixed-Use 2 Family + Store in Prime Bushwick!,40.610200,$1999000,,-74.087800,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-mixed-use-2-family/7167591575.html, (Bushwick Brooklyn)
WASHER DRYER DISHWASHER !!!@@@  ALL BRAND NEW !!!!@@@,40.610200,$2100,,-74.087800,Jul 31,https://newyork.craigslist.org/que/reb/d/astoria-washer-dryer-dishwasher-all/7161720460.html, (Astoria 28th ave 38th street)
Free Market 5 Units (3 Family + Legal 2 Family Back House) in Williams,40.328200,$2999000,,-74.058900,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-free-market-5-units-3-family/7167591233.html, (Williamsburg Brooklyn)
1 bedroom EXCELLENT LOCATION !!!@@@,40.328200,$1700,,-74.058900,Jul 31,https://newyork.craigslist.org/que/reb/d/astoria-1-bedroom-excellent-location/7161719415.html, (Astoria)
9 family for sale,40.328200,$2400000,,-74.058900,Jul 31,https://newyork.craigslist.org/que/reb/d/woodside-9-family-for-sale/7161719847.html, (71st street and 35th Ave)
2 Family with Store/Office,40.328200,$1988000,,-74.058900,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-family-with-store-office/7166200801.html, (Sunset Park Brooklyn)
2 Family Brick used as 1 Family with Parking   OH SUND.8/02 FROM 1-2:3,40.328200,$1138000,,-74.058900,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-family-brick-used-as-1/7166202203.html, (Brooklyn Bensonhurst)
31 unit BUILDING FOR SALE !!!!!@@@@ EXCELLENT LOCATION !!!!!!!@@@,40.328200,$9450000,,-74.058900,Jul 31,https://newyork.craigslist.org/que/reb/d/astoria-31-unit-building-for-sale/7161718270.html, (ASTORIA 30TH AVE)
Fully Detached 5 Family Vacant with 2 Private Driveways,40.328200,$3800000,,-74.058900,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-fully-detached-5-family-vacant/7166202426.html, (Brooklyn Boro Park)
Forest Hills Condo,40.545700,$679000,,-74.179200,Jul 31,https://newyork.craigslist.org/que/reb/d/new-york-forest-hills-condo/7169170837.html,
Two (2) Bedroom Apartment FOR RENT Lincoln Ave,40.545700,$1650,,-74.179200,Jul 31,https://newyork.craigslist.org/stn/reo/d/staten-island-two-2-bedroom-apartment/7169173184.html, (Dongan Hills)
LOST YOUR PROPERTY IN FORECLOSURE? POS. $CASH$ REFUND FOR YOU NO FEE!,40.545700,$0,,-74.179200,Jul 31,https://newyork.craigslist.org/que/reb/d/flushing-lost-your-property-in/7169152376.html,
Sun-drenched 2bed/1bath in a Private Victorian House,40.545700,$2200,,-74.179200,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-sun-drenched-2bed-1bath-in/7169172773.html, (Midwood/Ditmas Park)
Waterview Hampton's Designer Condo - Immediate Occupancy,40.545700,$625000,,-74.179200,Jul 31,https://newyork.craigslist.org/lgi/reb/d/hampton-bays-waterview-hamptons/7169171962.html, (Hampton Bays)
.92 Acres w House and Outbuildings Estate Setting in QUOGUE,40.545700,$895000,,-74.179200,Jul 31,https://newyork.craigslist.org/lgi/reb/d/quogue-92-acres-house-and-outbuildings/7169171756.html, (Quogue)
Commercial store front,40.545700,$2400,,-74.179200,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-commercial-store-front/7169171442.html, (Nostrand)
1 Bedroom Ground Floor,40.545700,$268888,,-74.179200,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-1-bedroom-ground-floor/7169171321.html, (Brooklyn)
Amazing Chelsea Studio,40.545700,$1620,,-74.179200,Jul 31,https://newyork.craigslist.org/mnh/reb/d/bronx-amazing-chelsea-studio/7169170641.html, (Chelsea)
DOUBLE LOT! 10080 & 10070 ALVAREZ STREET & pre-construction,40.545700,$317800,,-74.179200,Jul 31,https://newyork.craigslist.org/fct/reb/d/port-charlotte-double-lot-alvarez/7161424217.html, (South Gulf Cove)
Costa Rica- 5 acres of paradise with a 50 ft. Waterfall.Great Farmland,40.545700,$149000,,-74.179200,Jul 31,https://newyork.craigslist.org/mnh/reo/d/costa-rica-5-acres-of-paradise-with-50/7153800433.html, (San Isidro / Dominical)
^^^ :) ### __ Fully Renovated Brick 2 Family Home  )( (!),40.545700,$679000,,-74.179200,Jul 31,https://newyork.craigslist.org/brx/reb/d/fully-renovated-brick-2-family-home/7155766929.html,
3 bedroom,40.545700,$2500,,-74.179200,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-3-bedroom/7169170131.html, (Williamsburg)
Brand New Luxury Apartments For Rent,40.545700,$1600,,-74.179200,Jul 31,https://newyork.craigslist.org/brx/reb/d/yonkers-brand-new-luxury-apartments-for/7169156839.html, (Downtown Waterfront)
No Fee 1 Bedroom Furnished apartment in Upper West Side,40.545700,$2895,,-74.179200,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-no-fee-1-bedroom-furnished/7157123273.html, (Upper West Side)
Great Opp:lge 1br 1bath apt w.terrace-parking,40.545700,$1875,,-74.179200,Jul 31,https://newyork.craigslist.org/que/reb/d/rego-park-great-opplge-1br-1bath-apt/7167918643.html, (Forest Hills-Rego Park)
Renovated one bedroom,39.481800,$265000,,-75.009100,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-one-bedroom/7169168350.html, (Brooklyn)
Saturday August 1 12PM-2PM Bank Owned,39.481800,$399900,,-75.009100,Jul 31,https://newyork.craigslist.org/que/reb/d/floral-park-saturday-august-1-12pm-2pm/7169167559.html, (Floral Park)
EN FLUSHING 1ST FLOOR APARTAMENTO EN RENTA,39.481800,$2200,,-75.009100,Jul 31,https://newyork.craigslist.org/que/reo/d/flushing-en-flushing-1st-floor/7169140996.html, (FLUSHING)
Custom Cabinetry. Custom kitchens. Custom bathrooms. More.,39.481800,$0,,-75.009100,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-custom-cabinetry-custom/7156265425.html,
LOST YOUR PROPERTY IN FORECLOSURE? POS. $CASH$ REFUND FOR YOU NO FEE!,39.481800,$0,,-75.009100,Jul 31,https://newyork.craigslist.org/que/reb/d/fresh-meadows-lost-your-property-in/7169152765.html,
LOST YOUR HOME IN FORECLOSURE? POS. $CASH$ REFUND FOR YOU NO FEE!,39.481800,$0,,-75.009100,Jul 31,https://newyork.craigslist.org/que/reb/d/brooklyn-lost-your-home-in-foreclosure/7169153070.html, (All Boroughs)
Beautiful  Studio/1 Bath- Prospect Heights/ Washington Ave-No Fee,39.465500,$2300,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-beautiful-studio-1-bath/7169164051.html,
East Harlem 2 bedroom Private Garden,39.465500,$2695,,-74.965300,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-east-harlem-2-bedroom-private/7157219217.html, (East Harlem)
Hide-a-Way Cabin on Penns Creek!!,39.465500,$299000,,-74.965300,Jul 31,https://newyork.craigslist.org/mnh/reb/d/weikert-hide-way-cabin-on-penns-creek/7161194258.html, (Financial District)
"Beautiful PA country setting close to 81,2-1/2 hrs to NYC,pool+acres",39.465500,$376000,,-74.965300,Jul 31,https://newyork.craigslist.org/mnh/reo/d/chinchilla-beautiful-pa-country-setting/7169163450.html, (Upper West Side)
Tiny House Ready!!  Public Water and Sewer - Power too!!,39.465500,$25000,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/paxinos-tiny-house-ready-public-water/7162660007.html, (Paxinos PA 17860)
Gut Renvoated 1 Family Home For Sale in Throggs Neck,39.465500,$499000,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reb/d/gut-renvoated-1-family-home-for-sale-in/7155754596.html,
GREAT OPP:LGE 2BR 1BATH APT-2ND FL WALK-UP,39.465500,$2000,,-74.965300,Jul 31,https://newyork.craigslist.org/que/reb/d/ridgewood-great-opplge-2br-1bath-apt/7167930047.html, (RIDGEWOOD)
"Desirable Ground Floor Space on ""Doctors Row"" Available for Rent",39.465500,$3000,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-desirable-ground-floor-space/7169162532.html, (Bay Ridge)
BEAUTIFUL 2 FAM HOME- 2 STORIES + BACKYARD,39.465500,$859999,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reo/d/bronx-beautiful-2-fam-home-2-stories/7169162488.html," (RIVERDALE, BRONX)"
Prime Court Street Storefront Available for Rent*High Traffic!,39.465500,$7500,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-prime-court-street-storefront/7169162066.html, (Carroll Gardens)
WONDERFUL Opportunity*5300 sq ft of Medical Space in Park Slope!,39.465500,$18000,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-wonderful-opportunity5300-sq/7169161617.html, (Park Slope)
your view @ home every night in a PA town 2+hrs to NYC w/pool,39.465500,$390000,,-74.965300,Jul 31,https://newyork.craigslist.org/mnh/reo/d/chinchilla-your-view-home-every-night/7153804476.html, (Midtown)
INCREDIBLE Warehouse Opportunity for RENT in Prime Greenpoint!,39.465500,$20000,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-incredible-warehouse/7169161137.html, (Greenpoint)
Sell your home at 3% Full Service MLS  (ALL BOROUGHS AND L.I.),39.465500,$0,,-74.965300,Jul 31,https://newyork.craigslist.org/que/reb/d/brooklyn-sell-your-home-at-3-full/7169142072.html, (All Boroughs and L.I.)
1 FAMILY,39.465500,$539900,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yorktown-heights-1-family/7159130046.html, (YORKTOWN HGTS)
"Brooklyn, NY Units: 64  Price: $45,000,000",39.465500,$0,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-brooklyn-ny-units-64-price/7167953677.html, (Brooklyn NY)
"#PlantaGarden ,fireplace,river view,LOW taxes",39.465500,$180000,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reo/d/waterville-plantagarden-fireplaceriver/7159734445.html, (Waterville Maine)
INCREDIBLE Restaurant for SALE*Start YOUR business Today!,39.465500,$590000,,-74.965300,Jul 31,https://newyork.craigslist.org/stn/reb/d/staten-island-incredible-restaurant-for/7169160623.html, (West Brighton)
BIG 3 FAMILY HOUSE FOR SALE,39.465500,$0,,-74.965300,Jul 31,https://newyork.craigslist.org/que/reb/d/brooklyn-big-3-family-house-for-sale/7169159882.html, (BROOKLYN)
Triplex Columbia SC,39.465500,$115000,,-74.965300,Jul 31,https://newyork.craigslist.org/que/reo/d/columbia-triplex-columbia-sc/7169155781.html,
"Looking for cash buyers in Bronx, NY",39.465500,$350000,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reo/d/bronx-looking-for-cash-buyers-in-bronx/7169159098.html,
3 FAMILY BRICK HOME- MINT CONDITION- 2 CAR GARAGE,39.465500,$899999,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reo/d/bronx-3-family-brick-home-mint/7164755325.html," (Morrisania, Bronx)"
****BEAUTIFUL 2 FAM HOME- 2 STORIES + BACKYARD ****,39.465500,$859999,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reo/d/bronx-beautiful-2-fam-home-2-stories/7167797560.html," (RIVERDALE, BRONX)"
STAR QUALITY ! Beaut. 1 Br. Co-Op at the PARC PLAZA,39.465500,$378000,,-74.965300,Jul 31,https://newyork.craigslist.org/que/reb/d/woodside-star-quality-beaut-1-br-co-op/7163851203.html, (Woodside)
Deal Of The Month Renovated 1Br Apt See  Pic LOW  FEE,39.465500,$1750,,-74.965300,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-deal-of-the-month-renovated/7159049242.html, (Upper East Side)
Request VR TOUR-Huge Studio: NO Broker Free Parking NO Amenity Fee,39.465500,$1566,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-request-vr-tour-huge-studio-no/7167535203.html, (Downtown Yonkers)
Request VR TOUR-Huge Studio: NO Broker Free Parking NO Amenity Fee,39.465500,$1566,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-request-vr-tour-huge-studio-no/7167821875.html, (Downtown Yonkers)
VR TOUR: Huge Studio: NO Broker Free Parking NO Amenity Fee,39.465500,$1550,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-vr-tour-huge-studio-no-broker/7167822480.html, (Downtown Yonkers)
"Gorgeous 4-Bedroom, 2-bathroom Home in Beautiful Riverdale",39.465500,$3600,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reb/d/yonkers-gorgeous-4-bedroom-2-bathroom/7162549303.html, (Post Road)
"Arkansas House for Sale by Owner $506,230",39.465500,$506230,,-74.965300,Jul 31,https://newyork.craigslist.org/mnh/reo/d/benton-arkansas-house-for-sale-by-owner/7169149723.html, (Benton)
VR Tour Option- Huge Studio: NO Broker Free Parking NO Amenity Fee,39.465500,$1566,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-vr-tour-option-huge-studio-no/7164208672.html, (Downtown Yonkers)
Brand New Large Apartments for RENT,39.465500,$1500,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-brand-new-large-apartments-for/7158980752.html,
!* * $$$ ;-) 2 Family Home Income & Investment Property For Sale  * *,39.465500,$769000,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reb/d/family-home-income-investment-property/7155741803.html,
VR TOUR: Huge Studio: NO Broker Free Parking NO Amenity Fee,39.465500,$1550,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-vr-tour-huge-studio-no-broker/7167535697.html, (Downtown Yonkers)
Brand New Luxury Apartments For Rent,39.465500,$1650,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reb/d/yonkers-brand-new-luxury-apartments-for/7151711376.html, (Downtown Waterfront)
Immaculate 4BR/4BA Center Hall Colonial in the HEART of Prince's Bay,39.465500,$1175000,,-74.965300,Jul 31,https://newyork.craigslist.org/stn/reb/d/staten-island-immaculate-4br-4ba-center/7169156011.html, (Princes Bay)
excellent junior 4 breath taking views on top floor  shore rd terrace,39.465500,$699000,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/excellent-junior-4-breath-taking-views/7165197533.html, (bay ridge)
Brand New Luxury Apartments For Rent,39.465500,$1500,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reb/d/yonkers-brand-new-luxury-apartments-for/7163449114.html, (Downtown Waterfront)
renovated large 2 bedroom sponsor sale no board interview parkingavail,39.465500,$699000,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-large-2-bedroom/7165197908.html, (bay ridge)
Top floor 1 bedroom as is maint 548 Investment,39.465500,$299000,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-top-floor-1-bedroom-as-is/7161498191.html, (Brooklyn)
1st class restaurant space for lease on Nepperhan Avenue ,39.465500,$0,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reo/d/yonkers-1st-class-restaurant-space-for/7169155832.html," (Yonkers, NY)"
excellent junior 4 breath taking views on top floor  shore rd terrace,39.465500,$699000,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/excellent-junior-4-breath-taking-views/7165215425.html, (bay ridge)
Huge Studio: NO Broker Free Parking NO Amenity Fee,39.465500,$1566,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-huge-studio-no-broker-free/7161692236.html, (Downtown Yonkers)
large three room studio faces shore road with views no board interview,39.465500,$399000,,-74.965300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-three-room-studio-faces/7165223605.html, (bay ridge)
Brand New Luxury Apartments For Rent,39.465500,$1600,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reb/d/yonkers-brand-new-luxury-apartments-for/7157036352.html, (Downtown Waterfront)
Brand New Large Apartments for RENT,39.465500,$1650,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-brand-new-large-apartments-for/7156965516.html,
VR Tour From Home: FREE PARKING LANDLORD PAYS BROKER FEE!!,39.465500,$1550,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reo/d/yonkers-vr-tour-from-home-free-parking/7160409292.html, (Yonkers)
Brand New Luxury Apartments For Rent,39.465500,$1825,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reb/d/yonkers-brand-new-luxury-apartments-for/7162549951.html, (Downtown Waterfront)
Brand New Luxury Apartments For Rent,39.465500,$1800,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reb/d/yonkers-brand-new-luxury-apartments-for/7157833930.html, (Downtown Waterfront)
Huge Riverdale Gem With Massive Yard and Outdoor Garden,39.465500,$3000,,-74.965300,Jul 31,https://newyork.craigslist.org/brx/reb/d/bronx-huge-riverdale-gem-with-massive/7157787085.html, (Northern Riverdale)
VR TOUR-Studio: NO Broker Free Parking NO Amenity Fee,39.465500,$1566,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-vr-tour-studio-no-broker-free/7162548520.html, (Downtown Yonkers)
Huge Studio: NO Broker Free Parking NO Amenity Fee,39.465500,$1650,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-huge-studio-no-broker-free/7151845690.html, (Downtown Yonkers)
Beautiful Massive Luxury Duplex and Yard that Just Hit the Market,39.465500,$2500,,-74.965300,Jul 31,https://newyork.craigslist.org/wch/reb/d/yonkers-beautiful-massive-luxury-duplex/7157809716.html, (Orchard)
Brick 4 family for sale,40.950577,$1950000,,-73.898420,Jul 31,https://newyork.craigslist.org/que/reb/d/astoria-brick-4-family-for-sale/7169151021.html, (Astoria)
2 Free Months & No Fees Low Cost Stunning Luxury Apartments,40.950577,$2600,,-73.898420,Jul 31,https://newyork.craigslist.org/brx/reb/d/yonkers-2-free-months-no-fees-low-cost/7163455956.html, (Waterfront District)
Brand New Luxury Apartments For Rent,40.950577,$1900,,-73.898420,Jul 31,https://newyork.craigslist.org/brx/reb/d/yonkers-brand-new-luxury-apartments-for/7153533533.html, (Downtown Waterfront)
